Lista_Unique_identifiers,Summary_EN,Summary_ES
114548,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Argatroban undergoes metabolism in the liver via hydroxylation and aromatization. In vitro studies indicate that CYP3A4 plays a role in argatroban metabolism, however, human drug-drug interactions studies suggest that metabolism via CYP3A4 is not a major elimination pathway in vivo. Erythromycin (a strong CYP3A4 inhibitor) had no effect on argatroban pharmacokinetics and pharmacodynamics and an interaction with atazanavir/ritonavir is unlikely.",""
114549,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Argatroban undergoes metabolism in the liver via hydroxylation and aromatization. In vitro studies indicate that CYP3A4 plays a role in argatroban metabolism, however, human drug-drug interactions studies suggest that metabolism via CYP3A4 is not a major elimination pathway in vivo. Erythromycin (a strong CYP3A4 inhibitor) had no effect on argatroban pharmacokinetics and pharmacodynamics and an interaction with darunavir/cobicistat is unlikely.",""
115816,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Propafenone is metabolized mainly by CYP2D6 and to a lesser extent CYP1A2 and CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
115817,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Quinidine is metabolized by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
116026,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Risperidone is metabolized by CYP2D6 and to a lesser extent by CYP3A4. Dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. No interaction is expected with lamivudine.,""
70611,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Varenicline is eliminated unchanged by the kidneys via glomerular filtration and active tubular secretion by OCT2. There is little potential for an interaction with lamivudine via competition for active renal transport mechanisms as cimetidine (an inhibitor of renal transporters) was shown to increase varenicline exposure to a limited extent (29%).,""
116027,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as sulpiride is mainly excreted in the urine and faeces as unchanged drug.,""
116028,"Coadministration has not been studied. Thioridazine is metabolized by CYP2D6 and to a lesser extent by CYP3A4. No effect on thioridazine is expected as dolutegravir is not expected to inhibit or induce CYP450 enzymes at clinically relevant concentrations. Thioridazine is a moderate inducer of CYP3A4 and could potentially decrease dolutegravir concentrations, but this is unlikely to be of clinical significance as CYP3A4 does not play a major role in dolutegravir metabolism. No interaction is expected with lamivudine.",""
70893,,""
71104,"Coadministration has not been studied but based on metabolism and clearance a clinically relevant drug interaction is unlikely. Valproate is mainly glucuronidated by UGTs 1A6, 1A9 and 2B7 and metabolized by CYP2C9 and CYP2C19.",""
70953,No significant interactions are expected with either formulation of didanosine (chewable tablets or gastro-resistant capsules). No dose separation or dosage adjustments are necessary.,""
71077,No clinically significant interaction observed. ,""
71156,Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely as atovaquone is mainly eliminated unchanged in the faeces.,""
71469,"No data in humans, but inhibited CYP3A-mediated metabolism of saquinavir in rat liver microsomes. Simultaneous coadministration with saquinavir in rats increased saquinavir exposure by ~3-fold. Separating the doses by 2 h overcame the interaction. ",""
71520,"Coadministration has not been studied. Quetiapine is primarily metabolised by CYP3A4 and coadministration with ketoconazole (a CYP3A4 inhibitor) increased quetiapine AUC by 5- 8 fold. The European SPC for quetiapine contraindicates quetiapine with CYP3A4 inhibitors (such as HIV protease inhibitors). However, the US Prescribing Information recommends that quetiapine should be reduced to one sixth of the original dose if coadministered with a potent CYP3A4 inhibitor. These interaction charts reflect the more cautious option.",""
71690,Coadministration has not been studied but based on metabolism and clearance a clinically significant drug interaction is unlikely. Levetiracetam undergoes enzymatic hydrolysis (non CYP) and is eliminated unchanged in the urine by glomerular filtration. ,""
71722,"Coadministration has not been studied but based on metabolism and clearance, a clinically significant interaction is unlikely. Levothyroxine is metabolized by deiodination (by enzymes of deiodinase family) and glucuronidation.",""
71873,Coadministration of valerian with probe substrates for CYP3A4 (alprazolam) and CYP2D6 (dextromethorphan) modestly increased alprazolam Cmax and AUC (~20%) and had no effect on dextromethorphan. A clinically significant interaction is unlikely with drugs metabolised by CYP3A4 or CYP2D6. ,""
81936,Coadministration has not been studied but based on metabolism and clearance a clinically relevant drug interaction is unlikely.,""
114550,"Coadministration has not been studied but based on metabolism and clearance a clinically significant interaction is unlikely. Argatroban undergoes metabolism in the liver via hydroxylation and aromatization. In vitro studies indicate that CYP3A4 plays a role in argatroban metabolism, however, human drug-drug interactions studies suggest that metabolism via CYP3A4 is not a major elimination pathway in vivo. Erythromycin (a strong CYP3A4 inhibitor) had no effect on argatroban pharmacokinetics and pharmacodynamics and an interaction with darunavir/ritonavir is unlikely.",""
