Unique_identifier,Primary_drug_id,Primary_Drug,drug_trade_names,drug_class_name,co_drug_id,Comedication,co_drug_trade_names,co_drug_class_name,Evidence_Grade,Interaction_Status,Interaction_Status_color,site_type,Last_updated,Description,Resumo,created_at,updated_at
118146,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1806,Morphine,"Astramorph PF, Avinza, Depodur, Duramorph PF, Infumorph, Kadian, MS Contin, Oramorph SR",Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A morfina é principalmente glucuronidada formando morfina-3-glucuronida (UGT2B7>UGT1A1) e, em menor grau, formando a morfina-6-glucuronida (UGT2B7>UGT1A1) farmacologicamente ativa. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118147,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1824,Naproxen,"Feminax Ultra, Naprosyn, Synflex, Gerinap, Vimovo, Aleve, Anaprox, EC-Naprosyn, Naprelan, Treximet",Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O naproxeno é principal e primariamente glucuronidado pela UGT2B7 e desmetilado, formando desmetilnaproxeno primariamente mediado por CYP2C9, e CYP1A2. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118148,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1818,Nimesulide,Aulin,Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A nimesulida é extensivamente metabolizada no fígado seguindo múltiplas vias, incluindo a CYP2C9. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118149,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1817,Oxycodone,"Percodan, Xolox, Tylox, Roxilox, Roxicet, Primlev, Primalev, Perloxx, Percocet, Narvox, Endocet, Oxecta, Oxycontin, Oxyfast, OxyIR, Roxicodone, Oxynorm, Targinact, Dancex, Oxydon, Targin, Supeudol",Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A oxicodona é metabolizada principalmente até formar noroxicodona por mediação da CYP3A e oximorfona por mediação da CYP2D6. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118150,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1802,Paracetamol (Acetaminophen),"Anadin Extra, Excedrin Migraine, Anadin Paracetamol, Calpol, Disprol, Hedex, Medinol, Panadol, Six Plus Parapaed, Co-Codamol, Codipar, Co-dydramol, Feminax, Hedex Extra, Ixprim, Kapake, Medocodene, Migraleve Duo, Migraleve Yellow, Nuromol, Panadeine, Panadol Extra, Panadol Ultra, Paracodol, Paramax, Paramol, Remedeine, Solpadeine Headache, Solpadeine Max, Solpadeine Plus, Solpadol, Tramacet, Tylex, Ultramol, Veganin, Zapain, Acephen, Capital and Codeine, Infants' Feverall, Neopap, Ofirmev, Tylenol, Ultracet, Xolox, Tylox, Roxilox, Roxicet, Primlev, Primalev, Perloxx, Percocet, Narvox, Endocet",Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O paracetamol é metabolizado principalmente por glucuronidação (por mediação da UGT1A9 (principal), UGT1A6, UGT1A1, e UGT2B15) e pela sulfatação e, em menor grau, pela oxidação. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118151,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1807,Pethidine (Meperidine),Demerol,Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A petidina é metabolizada principalmente pela CYP2B6 e, em menor grau, pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118152,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1810,Piroxicam,"Brexidol, Feldene",Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O piroxicam é essencialmente metabolizado pela CYP2C9. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118153,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2799,Tapentadol,Nucynta,Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O tapentadol é principalmente glucuronidado. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118154,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),1808,Tramadol,"Ixprim, Tramacet, Ultracet, Larapam, Maxitram, Tradorec, Tramquel, Zamadol, Zydol, Ryzolt, Ultram",Analgesics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O tramadol é metabolizado pelas CYPs 3A4, 2B6, e 2D6. O metabolismo pela CYP2D6 é, respeito de um metabólito, mais potente do que o composto principal. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118155,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2493,Albendazole,"Albenza, Eskazole, Zentel",Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Estudos in vitro mostraram que a CYP3A4 e o sistema da monooxigenase que contém flavina estão envolvidos na formação do sulfóxido de albendazol do metabólito ativo. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118156,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2494,Diethylcarbamazine,Banocide,Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A dietilcarbamazina é principalmente excretada inalterada na urina. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118157,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2495,Ivermectin,Stromectol,Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. A ivermectina é predominantemente metabolizada pela CYP3A4. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118158,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2496,Levamisole (Ergamisol),Ergamisol,Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O metabolismo e a eliminação do levamisol não foi bem caracterizado. Com base em informações limitadas e no uso em dose única do levamisol, as interações clinicamente significativas não são consideradas prováveis. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118159,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2497,Mebendazole,"Ovex, Pripsen, Vermox",Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. O mebendazol é predominantemente metabolizado no fígado. A administração de mebendazol com cimetidina, um inibidor de CYP450, resultou no aumento dos níveis séricos de mebendazol. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
118160,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2498,Niclosamide,Yomesan,Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Após a administração oral, a absorção da niclosamida é considerada mínima. É pouco provável uma interação, pois o albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes.",2020-03-06 13:29:00,NULL
118161,2847,Albuvirtide,Aikening,Antiretrovirals (Fusion Inhibitors),2499,Oxamniquine,Mansil,Anthelmintics,Very Low,No clinically significant interaction expected,Green,hiv,"August 30, 2019 8:33",(See Summary),"A coadministração não foi estudada, mas com base no metabolismo e no clearance, bem como em dados limitados de interação entre medicamentos, é pouco provável uma interação clinicamente significativa. Existem evidências de que a oxamniquina é um substrato para o metabolismo da CYP2D6 in vitro. O albuvirtide é um peptídeo que é eliminado pelo catabolismo a seus aminoácidos constituintes. Estudos in vitro de microssomal humano e dados limitados de interação entre medicamentos, in vivo, indicam que o albuvirtide não tem propriedades inibidoras ou indutoras sobre as enzimas do P450.",2020-03-06 13:29:00,NULL
